Number of Rows (Aggregated),CGM_Client,Ad set name,Ad name,Month,Year,Platform,Placement,Device platform,Reach,Impressions,Cost per result,Amount spent (USD),CPC (cost per link click),Link clicks,Clicks (all),CPC (all),"CPM (cost per 1,000 impressions)",CTR (all),Frequency
2,CGM_WELLSTART,Dexcom | 1 Page Lander | Senior Vid (190k Reach),CGM Video Ad- Senior,4,2020,instagram,feed,mobile_app,120,120,,4.62,1.54,3,3,1.54,38.82,2.52,2
2,CGM_WELLSTART,Diabetes Awareness Ribbon (Ex: Dexcom) | Senior Video,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,297,317,,9.22,5.28,1,4,5.7,57.86,2.46,2.14
2,CGM_WELLSTART,Diabetes mellitus awareness | 1 Page Lander | CGM Product,CGM Video Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,1729,1731,,33.29,7.81,8,9,7.18,37.56,1.05,2
2,CGM_WELLSTART,Dexcom | 1 Page Lander | Senior Vid (190k Reach),CGM Video Ad- Senior,4,2020,facebook,feed,mobile_app,5894,7306,139.175,280.02,2.02,194,332,1.41,87.4,13.34,2.24
2,CGM_WELLSTART,Diabetes mellitus awareness | 1 Page Lander | CGM Product,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,475,518,,9.22,6.61,1,10,1.75,35.88,4.4,2.13
2,CGM_WELLSTART,Diabetes Awareness Ribbon (Ex: Dexcom) | Senior Video,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,10,13,,0.17,,,0,,33.33,0,2.43
3,CGM_WELLSTART,Remarketing: Senior Video Ad,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,713,841,,67.4,6.5,34,53,3.67,231.9,20.21,3.46
3,CGM_WELLSTART,Remarketing: Senior Video Ad,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,19,20,,1.81,,,2,1.25,255.83,35,3.2
3,CGM_WELLSTART,Visitor Lookalike Audience 1% before 4/01 | Ex: Dexcom (5.04.2020),CGM Video Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,16,16,,1.32,,,0,,215.36,0,3
3,CGM_WELLSTART,Abbott FreeStyle + Medtronic Diabetes | Senior Video,CGM VIdeo Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,113,129,,6.73,4.38,1,6,1.48,142.56,10.55,3.37
3,CGM_WELLSTART,Abbott FreeStyle + Medtronic Diabetes | Senior Video,CGM VIdeo Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,150,156,,4.39,2.5,3,4,1.93,65.33,5.93,3.07
3,CGM_WELLSTART,World Diabetes Day | 1 Page Lander | CGM Product,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,8,8,,0.01,,,0,,1.67,0,3
3,CGM_WELLSTART,World Diabetes Day | 1 Page Lander | CGM Product,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,263,268,,6.15,4.32,3,5,3.45,57.44,3.48,3.03
3,CGM_WELLSTART,Dexcom | Senior Video | 11pm-5am,CGM Video Ad- Senior,4,2020,facebook,feed,mobile_web,79,82,,3.73,,,0,,176.4,0,3.1
3,CGM_WELLSTART,Remarketing: Senior Video Ad,CGM Video Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,12,13,,0.83,,,0,,198,0,3.25
3,CGM_WELLSTART,World Diabetes Day | 1 Page Lander | CGM Product,CGM Video Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,246,247,,2.39,1.46,1,1,1.46,27.12,0.74,3.01
3,CGM_WELLSTART,Dexcom | Senior Video | 11pm-5am,CGM Video Ad- Senior,4,2020,facebook,feed,mobile_app,2495,2527,,136.48,7.57,56,98,4.32,168.22,11.65,3.04
3,CGM_WELLSTART,Visitor Lookalike Audience 1% before 4/01 | Ex: Dexcom (5.04.2020),CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,242,272,,16.61,12.59,8,10,6.71,188.97,10.78,3.38
3,CGM_WELLSTART,Dexcom | Senior Video | 11pm-5am,CGM Video Ad- Senior,4,2020,instagram,feed,mobile_app,31,31,,1.76,0.91,1,1,0.91,139.19,6.25,3
3,CGM_WELLSTART,Abbott FreeStyle + Medtronic Diabetes | Senior Video,CGM VIdeo Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,2765,3153,,166,6.6,71,123,3.98,151.16,11.63,3.37
3,CGM_WELLSTART,Visitor Lookalike Audience 1% before 4/01 | Ex: Dexcom (5.04.2020),CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,9,10,,0.45,,,0,,101.67,0,3.2
4,CGM_WELLSTART,Diabetes Awareness Ribbon (Ex: Dexcom) | 94k Reach | CGM Green Lady,CGM Video Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,49,49,,0.92,0.27,2,2,0.27,76.67,9.52,4
4,CGM_WELLSTART,Dexcom | Senior Video | 5am-11pm,CGM Video Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,219,221,,7.61,1.44,2,3,3.13,144.25,4.25,4.06
4,CGM_WELLSTART,Diabetes Awareness Ribbon (Ex: Dexcom) | 94k Reach | CGM Green Lady,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,305,319,,7.5,5.3,4,8,2.85,93.14,7.97,4.14
4,CGM_WELLSTART,Dexcom | Senior Video | 5am-11pm,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,302,325,,12.06,2.61,4,12,5.04,148.23,13.92,4.28
4,CGM_WELLSTART,Dexcom - 12-4 | 1 Page Lander | CGM Product (190k Reach),CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,3870,3938,,181.45,10.49,72,160,4.59,189.16,16.6,4.06
4,CGM_WELLSTART,Dexcom | Senior Video | 5am-11pm,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,8661,9513,,472.08,7.92,264,421,4.67,196.22,17.06,4.35
4,CGM_WELLSTART,Diabetes Awareness Ribbon (Ex: Dexcom) | 94k Reach | CGM Green Lady,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,10,11,,0.26,,,0,,84.17,0,4.33
4,CGM_WELLSTART,Dexcom - 12-4 | 1 Page Lander | CGM Product (190k Reach),CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,154,159,,7.54,0.35,2,5,1.13,187.75,16.67,4.11
4,CGM_WELLSTART,Dexcom - 12-4 | 1 Page Lander | CGM Product (190k Reach),CGM Video Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,197,197,,8.27,6.43,2,4,5.01,188.13,11.06,4
6,CGM_WELLSTART,Abbott FreeStyle + Med Diabetes - 12-4 (120k Reach),CGM VIdeo Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,53,54,,1.93,,,1,0.54,201.36,6.67,6.14
6,CGM_WELLSTART,Dexcom - Short Form Conversion (5.07),CGM Video Ad,4,2020,facebook,feed,desktop,1249,1291,,23.26,2.57,20,25,5.96,113.86,9.38,6.17
6,CGM_WELLSTART,Abbott FreeStyle + Med Diabetes - 12-4 (120k Reach),CGM VIdeo Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,1544,1574,,79.69,15.92,31,54,9.27,325.28,25.47,6.13
6,CGM_WELLSTART,Abbott FreeStyle + Med Diabetes - 12-4 (120k Reach),CGM VIdeo Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,210,210,,4.36,2.64,2,2,2.64,144.09,4.51,6
7,CGM_WELLSTART,Abbott FreeStyle + Medtronic Diabetes (120k Reach),CGM VIdeo Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,6651,7929,202.68,440.65,20.55,150,304,9.67,385.02,29.41,8.24
7,CGM_WELLSTART,Abbott FreeStyle + Medtronic Diabetes (120k Reach),CGM VIdeo Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,675,686,,18.55,12.73,7,8,12.48,195.43,8.86,7.17
7,CGM_WELLSTART,Medtronic| 1 Page Lander | CGM Product,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,desktop,698,729,,22.6,10.28,8,11,7.79,206.5,7.4,7.24
7,CGM_WELLSTART,Abbott FreeStyle + Medtronic Diabetes (120k Reach),CGM VIdeo Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,304,354,,16.17,8.39,4,10,6.46,325.26,16.29,7.79
7,CGM_WELLSTART,Visitor Lookalike Audience 1% before 4/01 | CGM Product,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,desktop,448,513,,18.29,15.76,7,8,14.95,212.73,17.73,7.74
8,CGM_WELLSTART,"Remarketing: CGM Ad 1 | Short Lander | Insulin, Nutrition, Pancreas, Meal Prep | CGM Product",CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,desktop,221,260,,8.24,5.43,7,9,4.73,332.24,52.38,8.93
8,CGM_WELLSTART,Abbott FreeStyle,CGM VIdeo Ad - Lady Green Shirt,4,2020,facebook,feed,desktop,488,528,,7.68,4.01,6,8,4.43,101.34,8.95,8.54
10,CGM_WELLSTART,Cure Type 1 Diabetes,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,34,36,,0.73,,,0,,287.92,0,10.64
12,CGM_WELLSTART,Cure Type 1 Diabetes,CGM Video Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,153,154,,1.92,0.1,1,1,0.1,143.96,7.14,12.03
19,CGM_WELLSTART,Medtronic| 1 Page Lander | CGM Product,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,13874,14855,150.85,720.97,47.17,301,558,24.34,957.73,74.86,20.15
19,CGM_WELLSTART,Medtronic| 1 Page Lander | CGM Product,CGM Video Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,1867,1893,,51.23,11.85,14,14,11.85,496.4,15.82,19.26
19,CGM_WELLSTART,Medtronic| 1 Page Lander | CGM Product,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,646,709,,29.75,16.57,14,27,12.59,845.52,65.05,21.27
19,CGM_WELLSTART,Abbott FreeStyle,CGM VIdeo Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,378,386,,6.73,4.83,11,12,5.08,464.09,99.15,19.26
22,CGM_WELLSTART,Visitor Lookalike Audience 1% before 4/01 | CGM Product,CGM Video Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,139,143,,7.95,,,1,0.71,1038.72,11.11,22.37
22,CGM_WELLSTART,Visitor Lookalike Audience 1% before 4/01 | CGM Product,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,2690,3201,,167.28,51.95,70,116,41.8,1067.63,75.88,25.24
22,CGM_WELLSTART,Dexcom - Short Form Conversion (5.07),CGM Video Ad,4,2020,facebook,feed,mobile_app,59963,64518,,2142.29,46.61,1014,2024,23,725.38,71.57,23.55
22,CGM_WELLSTART,Abbott FreeStyle,CGM VIdeo Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,5805,6344,,91.04,17.83,112,226,10.58,337.72,72.31,23.81
22,CGM_WELLSTART,Abbott FreeStyle,CGM VIdeo Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,436,476,,3.78,0.73,4,6,1.17,237.35,28.45,23.76
22,CGM_WELLSTART,Dexcom - Short Form Conversion (5.07),CGM Video Ad,4,2020,facebook,feed,mobile_web,3355,3707,,113.53,25.01,46,97,27.62,643.23,54.3,24.03
22,CGM_WELLSTART,Visitor Lookalike Audience 1% before 4/01 | CGM Product,CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,170,199,,5.86,0.21,1,2,0.98,681.23,18.64,25.13
22,CGM_WELLSTART,Dexcom - Short Form Conversion (5.07),CGM Video Ad,4,2020,instagram,feed,mobile_app,3779,3861,,100.63,44.23,44,51,41.47,620.89,26.29,22.27
26,CGM_WELLSTART,"Remarketing: CGM Ad 1 | Short Lander | Insulin, Nutrition, Pancreas, Meal Prep | CGM Product",CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_web,180,212,,14.87,7.42,7,8,7.92,1413.05,90.48,29.82
27,CGM_WELLSTART,"Remarketing: CGM Ad 1 | Short Lander | Insulin, Nutrition, Pancreas, Meal Prep | CGM Product",CGM Video Ad - Lady Green Shirt,4,2020,instagram,feed,mobile_app,290,299,,13.22,4.56,8,8,4.56,1461.25,60.34,27.4
28,CGM_WELLSTART,"Remarketing: CGM Ad 1 | Short Lander | Insulin, Nutrition, Pancreas, Meal Prep | CGM Product",CGM Video Ad - Lady Green Shirt,4,2020,facebook,feed,mobile_app,4408,5488,24.11,326.76,58.73,137,216,41.51,1570.65,108.5,33.53
1,CGM_WELLSTART,"Remarketing: CGM Ad 1 | Short Lander | Insulin, Nutrition, Pancreas, Meal Prep | CGM Product",CGM Video Ad - Lady Green Shirt,5,2020,facebook,feed,mobile_app,0,0,,0,,,0,,,,0
1,CGM_WELLSTART,CGM Manufacturers (Expand targetting) | 5am-11pm (5.05.2020),CGM Video Ad- Senior,5,2020,facebook,feed,mobile_web,8,8,,0.41,,,0,,51.25,0,1
1,CGM_WELLSTART,CGM Manufacturers (Expand targetting) | 5am-11pm (5.05.2020),CGM Video Ad- Senior,5,2020,instagram,feed,mobile_app,14,14,,0.14,,,0,,10,0,1
1,CGM_WELLSTART,Lookalike 1% - Insulin 3 or more l | Senior Video | 5am-11pm (5.29.2020),CGM Video Ad- Senior,5,2020,facebook,feed,mobile_app,1160,1162,54.11,54.11,2.35,23,33,1.64,46.57,2.84,1
1,CGM_WELLSTART,CGM Manufacturers (Expand targetting) | 5am-11pm (5.05.2020),CGM Video Ad- Senior,5,2020,facebook,feed,mobile_app,120,120,,6.2,2.07,3,3,2.07,51.67,2.5,1
1,CGM_WELLSTART,Lookalike 1% - Insulin 3 or more l | Senior Video | 5am-11pm (5.29.2020),CGM Video Ad- Senior,5,2020,facebook,feed,mobile_web,29,29,,1.13,,,0,,38.97,0,1
2,CGM_WELLSTART,Lookalike Audience - 3% (May 25),CGM Video Ad- Senior,5,2020,facebook,feed,mobile_app,5715,5783,154.025,201.1,2.08,193,284,1.41,69.74,9.92,2.03
2,CGM_WELLSTART,Dexcom + Medicare | Senior Video | 5am-11pm,CGM Video Ad- Senior,5,2020,facebook,feed,mobile_web,96,104,,3.32,,,2,3.32,59.35,5.58,2.11
2,CGM_WELLSTART,Dexcom + Medicare | Senior Video | 5am-11pm,CGM Video Ad- Senior,5,2020,facebook,feed,mobile_app,2230,2372,,95.16,4.05,49,71,2.83,80.49,5.75,2.11
2,CGM_WELLSTART,Lookalike Audience - 3% (May 25),CGM Video Ad- Senior,5,2020,facebook,feed,mobile_web,156,159,,6.16,1.87,2,7,0.53,76.69,7.69,2.03
2,CGM_WELLSTART,Dexcom + Medicare | Senior Video | 5am-11pm,CGM Video Ad- Senior,5,2020,instagram,feed,mobile_app,80,80,,6.66,3.51,1,1,3.51,228,5,2
2,CGM_WELLSTART,Dexcom | Senior Video | 5am-11pm,CGM Video Ad - Lady Green Shirt,5,2020,facebook,feed,mobile_web,163,177,,5.17,2.07,2,8,1.62,53.36,7.51,2.13
2,CGM_WELLSTART,Diabetic Orgs | Ex: Dexcom | 5am-11pm (5.05.2020),CGM Video Ad- Senior,5,2020,facebook,feed,mobile_app,85,88,,1.34,,,0,,38.06,0,2.08
2,CGM_WELLSTART,Diabetic Orgs | Ex: Dexcom | 5am-11pm (5.05.2020),CGM Video Ad- Senior,5,2020,facebook,feed,mobile_web,9,9,,0.62,,,0,,106.67,0,2
2,CGM_WELLSTART,Dexcom | Senior Video | 5am-11pm,CGM Video Ad - Lady Green Shirt,5,2020,instagram,feed,mobile_app,111,114,,8.92,,,0,,167.23,0,2.04
2,CGM_WELLSTART,Diabetic Orgs | Ex: Dexcom | 5am-11pm (5.05.2020),CGM Video Ad- Senior,5,2020,instagram,feed,mobile_app,7,7,,0.29,,,0,,121,0,2
3,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,5,2020,instagram,feed,mobile_app,656,658,,15.72,5.08,4,5,3.91,71.15,2.18,3.01
3,CGM_WELLSTART,Abbott FreeStyle + Medtronic Diabetes | Senior Video,CGM VIdeo Ad - Lady Green Shirt,5,2020,facebook,feed,mobile_app,3571,4097,86.47,186.73,6.42,91,145,4.09,136.52,10.27,3.4
3,CGM_WELLSTART,Dexcom | Senior Video | 5am-11pm,CGM Video Ad - Lady Green Shirt,5,2020,facebook,feed,mobile_app,4435,4998,,232.08,5.27,99,167,3.06,91.5,6.18,2.22
3,CGM_WELLSTART,Abbott FreeStyle + Medtronic Diabetes | Senior Video,CGM VIdeo Ad - Lady Green Shirt,5,2020,instagram,feed,mobile_app,290,304,,12.48,9.36,4,5,8.31,122.06,4.58,3.12
3,CGM_WELLSTART,Abbott FreeStyle + Medtronic Diabetes | Senior Video,CGM VIdeo Ad - Lady Green Shirt,5,2020,facebook,feed,mobile_web,133,148,,6.38,1.13,2,7,4.57,126.69,13.23,3.31
4,CGM_WELLSTART,Visitor Lookalike Audience 1% before 4/01 | Ex: Dexcom (5.04.2020),CGM Video Ad - Lady Green Shirt,5,2020,facebook,feed,mobile_app,515,538,,15.81,7.63,6,9,6.57,124.43,11.79,4.44
4,CGM_WELLSTART,Dexcom | Senior Video | 11pm-5am,CGM Video Ad- Senior,5,2020,instagram,feed,mobile_app,118,118,,7.84,0.93,2,2,0.93,256.65,4.65,4
4,CGM_WELLSTART,CGM Manufacturers (Expand Targetting) | 5am-11pm,CGM Video Ad- Senior,5,2020,facebook,feed,mobile_app,20057,21694,142.62,798.13,8.34,376,592,5.39,153.37,11.47,4.32
4,CGM_WELLSTART,Visitor Lookalike Audience 1% before 4/01 | Ex: Dexcom (5.04.2020),CGM Video Ad - Lady Green Shirt,5,2020,facebook,feed,mobile_web,20,20,,1.15,,,0,,420.71,0,4
4,CGM_WELLSTART,CGM Manufacturers (Expand Targetting) | 5am-11pm,CGM Video Ad- Senior,5,2020,facebook,feed,mobile_web,708,811,,26.57,8.99,1,15,11.53,150.01,10.54,4.48
4,CGM_WELLSTART,CGM Manufacturers (Expand Targetting) | 5am-11pm,CGM Video Ad- Senior,5,2020,instagram,feed,mobile_app,1622,1632,,44.31,8.27,16,18,7.6,130.98,4.46,4.02
4,CGM_WELLSTART,Dexcom | Senior Video | 11pm-5am,CGM Video Ad- Senior,5,2020,facebook,feed,mobile_app,3530,3590,48.02,178.77,8.37,86,145,5.19,199.8,16.01,4.07
4,CGM_WELLSTART,Dexcom | Senior Video | 11pm-5am,CGM Video Ad- Senior,5,2020,facebook,feed,mobile_web,113,116,,5.1,,,2,2.3,184.34,9.35,4.11
4,CGM_WELLSTART,Visitor Lookalike Audience 1% before 4/01 | Ex: Dexcom (5.04.2020),CGM Video Ad - Lady Green Shirt,5,2020,instagram,feed,mobile_app,143,143,,4.29,3.42,1,1,3.42,234.31,0.77,4
6,CGM_WELLSTART,Remarketing: Senior Video Ad,CGM Video Ad - Lady Green Shirt,5,2020,instagram,feed,mobile_app,38,38,,4.63,2.1,4,5,1.85,904.66,116.66,6
6,CGM_WELLSTART,Remarketing: Senior Video Ad,CGM Video Ad - Lady Green Shirt,5,2020,facebook,feed,mobile_web,23,25,,1.73,,,0,,388.34,0,6.25
6,CGM_WELLSTART,Remarketing: Senior Video Ad,CGM Video Ad - Lady Green Shirt,5,2020,facebook,feed,mobile_app,975,1125,,76.67,27.62,25,39,15.99,405.37,20.38,6.88
28,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,5,2020,facebook,feed,mobile_web,6403,7146,,229.78,65.82,86,283,27.15,1057.22,118.9,31.2
28,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,5,2020,facebook,feed,mobile_app,264892,291489,142.2409459,9922.42,40.71,7890,12056,26.6,1094.48,118.51,30.99
1,CGM_WELLSTART,Dexcom l | short pixel | 5am-11pm,CGM Video Ad- Senior,6,2020,facebook,feed,mobile_app,519,521,8.593333333,25.78,1.36,19,30,0.86,49.48,5.76,1
1,CGM_WELLSTART,Dexcom l | Long form | 11pm-5am,CGM Video Ad- Senior,6,2020,facebook,feed,mobile_web,13,13,,0.18,,,0,,13.85,0,1
1,CGM_WELLSTART,Dexcom l | Long form | 11pm-5am,CGM Video Ad- Senior,6,2020,facebook,feed,mobile_app,411,415,,12.6,2.1,6,10,1.26,30.36,2.41,1.01
1,CGM_WELLSTART,Dexcom l | Mid form | 5am-11pm (6.01.2020),CGM Video Ad- Senior,6,2020,facebook,feed,mobile_app,787,790,,44.82,1.79,25,38,1.18,56.73,4.81,1
1,CGM_WELLSTART,"Lookalike (US, 8%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,instant_article,mobile_app,3,3,,0.05,,,0,,16.67,0,1
1,CGM_WELLSTART,"Lookalike (US, 5%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,messenger,messenger_stories,mobile_app,13,13,,0.99,,,0,,76.15,0,1
1,CGM_WELLSTART,Dexcom l | short pixel | 5am-11pm,CGM Video Ad- Senior,6,2020,facebook,feed,mobile_web,13,13,,0.41,,,1,0.41,31.54,7.69,1
1,CGM_WELLSTART,Dexcom l | Mid form | 5am-11pm (6.01.2020),CGM Video Ad- Senior,6,2020,facebook,feed,mobile_web,10,10,,0.33,,,0,,33,0,1
1,CGM_WELLSTART,"Lookalike (US, 8%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,search,mobile_app,2,2,,0.01,,,0,,5,0,1
2,CGM_WELLSTART,"Lookalike (US, 5%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,messenger,messenger_stories,mobile_app,7,7,,0.43,,,0,,88.33,0,2
2,CGM_WELLSTART,"Lookalike (US, 8%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,instream_video,mobile_app,21,21,,0.92,0.27,2,1,0.53,93.57,7.14,2
2,CGM_WELLSTART,Diabetic Group 6.03 l | Long form | 5am-11pm,CGM Video Ad- Senior,6,2020,facebook,feed,mobile_web,64,70,,2.68,,,0,,75.52,0,2.19
2,CGM_WELLSTART,"Lookalike (US, 3%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,search,mobile_app,2,2,,0.02,,,0,,20,0,2
2,CGM_WELLSTART,"Lookalike (US, 5%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,instream_video,mobile_app,6,6,,0.23,0.02,2,1,0.03,65,50,2
2,CGM_WELLSTART,"Lookalike (US, 8%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,facebook_stories,mobile_app,3,3,,0.24,,,0,,125,0,2
2,CGM_WELLSTART,"Lookalike (US, 3%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,instagram,instagram_stories,mobile_app,2,2,,0.05,,,0,,50,0,2
2,CGM_WELLSTART,"Lookalike (US, 8%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,instagram,feed,mobile_app,119,120,,4.52,,,0,,82.51,0,2.01
2,CGM_WELLSTART,"Lookalike (US, 5%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,instant_article,mobile_app,4,4,,0.1,,,0,,60,0,2
2,CGM_WELLSTART,Diabetic Group 6.03 l | Long form | 5am-11pm,CGM Video Ad- Senior,6,2020,facebook,feed,mobile_app,2171,2327,,50.45,3.51,29,49,2.17,42.85,4.33,2.14
2,CGM_WELLSTART,"Lookalike (US, 8%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,instagram,instagram_stories,mobile_app,12,12,,0.24,0.07,2,1,0.13,40.57,14.29,2
2,CGM_WELLSTART,"Lookalike (US, 8%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,audience_network,rewarded_video,desktop,3,4,,0.04,,,0,,20,0,2.5
2,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2020,facebook,search,mobile_app,2,2,,0,,,0,,0,0,2
2,CGM_WELLSTART,Diabetes + Comorbidities | Mid Pixel | 5am-11pm (6.01.2020),CGM Video Ad- Senior,6,2020,facebook,feed,mobile_app,146,146,,3.01,,,0,,41.62,0,2
2,CGM_WELLSTART,"Lookalike (US, 5%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,search,mobile_app,4,4,,0.01,,,0,,3.33,0,2
2,CGM_WELLSTART,"Lookalike (US, 5%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,audience_network,rewarded_video,desktop,4,6,,0,,,0,,0,0,2.67
2,CGM_WELLSTART,"Lookalike (US, 8%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,feed,mobile_web,6,6,,0.15,0.07,2,1,0.13,46,20,2
2,CGM_WELLSTART,"Lookalike (US, 3%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,instream_video,mobile_app,53,54,,1.96,0.59,2,2,0.59,72.09,6.45,2.03
2,CGM_WELLSTART,"Lookalike (US, 5%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,feed,mobile_web,3,3,,0.22,,,0,,110,0,2
2,CGM_WELLSTART,"Lookalike (US, 3%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,instant_article,mobile_app,2,2,,0.13,,,0,,130,0,2
2,CGM_WELLSTART,Diabetes + Comorbidities | Mid Pixel | 5am-11pm (6.01.2020),CGM Video Ad- Senior,6,2020,facebook,feed,mobile_web,4,4,,0.07,,,0,,50,0,2
3,CGM_WELLSTART,"Lookalike (US, 5%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,audience_network,an_classic,mobile_app,39,47,,1.26,0.16,4,2,0.32,91.97,6.9,3.51
3,CGM_WELLSTART,"Lookalike (US, 5%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,instagram,instagram_stories,mobile_app,20,20,,0.57,,,0,,61.22,0,3
3,CGM_WELLSTART,"Lookalike (US, 3%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,instagram,instagram_explore,mobile_app,15,15,,0.18,,,0,,32.5,0,3
3,CGM_WELLSTART,"Lookalike (US, 8%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,video_feeds,mobile_app,160,160,,2.76,,,0,,41.24,0,3
3,CGM_WELLSTART,"Lookalike (US, 8%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,audience_network,rewarded_video,mobile_app,253,289,,14.08,2.25,11,8,2.82,159.78,8.04,3.46
3,CGM_WELLSTART,"Lookalike (US, 3%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,instant_article,mobile_app,5,5,,0.06,,,0,,35,0,3
3,CGM_WELLSTART,"Lookalike (US, 8%) - Leads (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,marketplace,mobile_app,134,136,,3.15,0.24,8,4,0.48,57.27,4.76,3.03
3,CGM_WELLSTART,"Lookalike (US, 5%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,6,2020,facebook,video_feeds,mobile_app,288,289,,3.66,0.98,2,1,1.96,37.57,0.67,3.01
